ERROR: Unable to locate a modulefile for 'cudatoolkit/12.4'
[2025-05-10 19:14:46] Python version: Python 3.12.7
PyTorch version: 2.5.1
CUDA available: False
CUDA version: 12.4
[2025-05-10 19:14:53] CUDA not installed or GPUs not available.
[2025-05-10 19:14:53] Running iteration 1 of 10000
model id 267794
LOSS 267794: 68.15119934082031
LOSS 267794: 1527.966552734375
LOSS 267794: 315.4608154296875
LOSS 267794: 122.629150390625
LOSS 267794: 145.21795654296875
LOSS 267794: 89.45042419433594
LOSS 267794: 40.06159210205078
LOSS 267794: 19.802587509155273
LOSS 267794: 12.556550025939941
LOSS 267794: 9.80435562133789
LOSS 267794: 8.802816390991211
LOSS 267794: 8.136435508728027
LOSS 267794: 7.882244110107422
LOSS 267794: 7.555967330932617
LOSS 267794: 7.300335884094238
LOSS 267794: 7.118973731994629
LOSS 267794: 7.03364372253418
LOSS 267794: 6.865442752838135
LOSS 267794: 6.713172912597656
LOSS 267794: 6.645792007446289
LOSS 267794: 6.49347448348999
LOSS 267794: 6.401252746582031
LOSS 267794: 6.325164794921875
LOSS 267794: 6.268362045288086
LOSS 267794: 6.226953506469727
LOSS 267794: 6.099457740783691
LOSS 267794: 6.059514999389648
LOSS 267794: 6.0131330490112305
LOSS 267794: 5.9144606590271
LOSS 267794: 5.902609825134277
LOSS 267794: 5.8553571701049805
LOSS 267794: 5.7439069747924805
LOSS 267794: 5.793691158294678
LOSS 267794: 5.719693183898926
LOSS 267794: 5.641257286071777
LOSS 267794: 5.591270446777344
LOSS 267794: 5.537359237670898
LOSS 267794: 5.511959075927734
LOSS 267794: 5.476299285888672
LOSS 267794: 5.49477481842041
LOSS 267794: 5.370588779449463
LOSS 267794: 5.346075057983398
LOSS 267794: 5.377418518066406
LOSS 267794: 5.310245513916016
LOSS 267794: 5.283529281616211
LOSS 267794: 5.307381629943848
LOSS 267794: 5.274641990661621
LOSS 267794: 5.228204727172852
LOSS 267794: 5.167623519897461
LOSS 267794: 5.151659965515137
LOSS 267794: 5.1039509773254395
LOSS 267794: 5.104316711425781
LOSS 267794: 5.099424362182617
LOSS 267794: 5.042342662811279
LOSS 267794: 5.037333965301514
LOSS 267794: 4.9722442626953125
LOSS 267794: 5.0050554275512695
LOSS 267794: 4.988493919372559
LOSS 267794: 4.963448524475098
LOSS 267794: 4.966784477233887
LOSS 267794: 4.879209518432617
LOSS 267794: 4.829489231109619
LOSS 267794: 4.847571849822998
LOSS 267794: 4.839963912963867
LOSS 267794: 4.846343994140625
LOSS 267794: 4.805914878845215
LOSS 267794: 4.758125305175781
LOSS 267794: 4.777971267700195
LOSS 267794: 4.736323356628418
LOSS 267794: 4.763855934143066
LOSS 267794: 4.694680690765381
LOSS 267794: 4.7061662673950195
LOSS 267794: 4.727402687072754
LOSS 267794: 4.718474388122559
LOSS 267794: 4.665005683898926
LOSS 267794: 4.638545989990234
LOSS 267794: 4.609098434448242
LOSS 267794: 4.6086883544921875
LOSS 267794: 4.579043865203857
LOSS 267794: 4.58657169342041
LOSS 267794: 4.529585838317871
LOSS 267794: 4.572566986083984
LOSS 267794: 4.552399158477783
LOSS 267794: 4.498645305633545
LOSS 267794: 4.484579086303711
LOSS 267794: 4.505434036254883
LOSS 267794: 4.4796037673950195
LOSS 267794: 4.473790645599365
LOSS 267794: 4.4188232421875
LOSS 267794: 4.44401741027832
LOSS 267794: 4.4234466552734375
LOSS 267794: 4.411463737487793
LOSS 267794: 4.410297393798828
LOSS 267794: 4.405844211578369
LOSS 267794: 4.378176212310791
LOSS 267794: 4.3421854972839355
LOSS 267794: 4.335720062255859
LOSS 267794: 4.3104729652404785
LOSS 267794: 4.325201988220215
LOSS 267794: 4.346273422241211
LOSS 267794: 4.323732852935791
LOSS 267794: 4.296231269836426
LOSS 267794: 4.308487892150879
LOSS 267794: 4.277059555053711
LOSS 267794: 4.245849609375
LOSS 267794: 4.276607513427734
LOSS 267794: 4.233267784118652
LOSS 267794: 4.217891216278076
LOSS 267794: 4.214730739593506
LOSS 267794: 4.227906227111816
LOSS 267794: 4.204218864440918
LOSS 267794: 4.133148193359375
LOSS 267794: 4.161669731140137
LOSS 267794: 4.169585704803467
LOSS 267794: 4.138602256774902
LOSS 267794: 4.113062858581543
LOSS 267794: 4.133274555206299
LOSS 267794: 4.1319756507873535
LOSS 267794: 4.11535120010376
LOSS 267794: 4.056458473205566
LOSS 267794: 4.074129104614258
LOSS 267794: 4.067959785461426
LOSS 267794: 4.052312850952148
LOSS 267794: 4.026376724243164
LOSS 267794: 4.010753154754639
LOSS 267794: 4.023239612579346
LOSS 267794: 4.019042491912842
LOSS 267794: 4.021594047546387
LOSS 267794: 3.9864180088043213
LOSS 267794: 3.978623390197754
LOSS 267794: 3.9938414096832275
LOSS 267794: 3.9823622703552246
LOSS 267794: 3.9873499870300293
LOSS 267794: 3.9129230976104736
LOSS 267794: 3.9203708171844482
LOSS 267794: 3.926723003387451
LOSS 267794: 3.918916702270508
LOSS 267794: 3.9287216663360596
LOSS 267794: 3.893160820007324
LOSS 267794: 3.890315294265747
LOSS 267794: 3.890699863433838
LOSS 267794: 3.9109725952148438
LOSS 267794: 3.860949993133545
LOSS 267794: 3.863332509994507
LOSS 267794: 3.8345000743865967
LOSS 267794: 3.833134174346924
LOSS 267794: 3.8562207221984863
LOSS 267794: 3.818650722503662
LOSS 267794: 3.807833194732666
LOSS 267794: 3.8328518867492676
LOSS 267794: 3.7962398529052734
LOSS 267794: 3.7807822227478027
LOSS 267794: 3.8088765144348145
LOSS 267794: 3.758822441101074
LOSS 267794: 3.7416226863861084
LOSS 267794: 3.7789149284362793
LOSS 267794: 3.7473795413970947
LOSS 267794: 3.752934455871582
LOSS 267794: 3.7280640602111816
LOSS 267794: 3.7374486923217773
LOSS 267794: 3.727283000946045
LOSS 267794: 3.722756862640381
LOSS 267794: 3.68514347076416
LOSS 267794: 3.6892919540405273
LOSS 267794: 3.7206785678863525
LOSS 267794: 3.6833345890045166
LOSS 267794: 3.698824405670166
LOSS 267794: 3.6719131469726562
LOSS 267794: 3.6601758003234863
LOSS 267794: 3.6569013595581055
LOSS 267794: 3.657727003097534
LOSS 267794: 3.6392688751220703
LOSS 267794: 3.63789963722229
LOSS 267794: 3.6335256099700928
LOSS 267794: 3.610499858856201
LOSS 267794: 3.5748648643493652
LOSS 267794: 3.6041064262390137
LOSS 267794: 3.5940325260162354
LOSS 267794: 3.5808186531066895
LOSS 267794: 3.5946691036224365
LOSS 267794: 3.5720720291137695
LOSS 267794: 3.571221351623535
LOSS 267794: 3.571741819381714
LOSS 267794: 3.5589630603790283
LOSS 267794: 3.5581042766571045
LOSS 267794: 3.5364561080932617
LOSS 267794: 3.55706787109375
LOSS 267794: 3.4952754974365234
LOSS 267794: 3.4826838970184326
LOSS 267794: 3.519972801208496
LOSS 267794: 3.510364055633545
LOSS 267794: 3.48964262008667
LOSS 267794: 3.518261432647705
LOSS 267794: 3.5040884017944336
LOSS 267794: 3.483266830444336
LOSS 267794: 3.490504026412964
LOSS 267794: 3.5089893341064453
LOSS 267794: 3.4790523052215576
LOSS 267794: 3.4886608123779297
LOSS 267794: 3.4660186767578125
LOSS 267794: 3.4522807598114014
LOSS 267794: 3.464794158935547
LOSS 267794: 3.4555888175964355
LOSS 267794: 3.4217519760131836
LOSS 267794: 3.432445764541626
LOSS 267794: 3.4394772052764893
LOSS 267794: 3.4281928539276123
LOSS 267794: 3.40641713142395
LOSS 267794: 3.4088079929351807
LOSS 267794: 3.4085121154785156
LOSS 267794: 3.3704981803894043
LOSS 267794: 3.384812831878662
LOSS 267794: 3.4016599655151367
LOSS 267794: 3.3806557655334473
LOSS 267794: 3.35444974899292
LOSS 267794: 3.358684539794922
LOSS 267794: 3.3586809635162354
LOSS 267794: 3.3606691360473633
LOSS 267794: 3.360416889190674
LOSS 267794: 3.3788599967956543
LOSS 267794: 3.3229501247406006
LOSS 267794: 3.3218493461608887
LOSS 267794: 3.307103157043457
LOSS 267794: 3.312978744506836
LOSS 267794: 3.323382616043091
LOSS 267794: 3.298464775085449
LOSS 267794: 3.315460205078125
LOSS 267794: 3.312392234802246
LOSS 267794: 3.316103458404541
LOSS 267794: 3.2858259677886963
LOSS 267794: 3.288726806640625
LOSS 267794: 3.279674768447876
LOSS 267794: 3.2721400260925293
LOSS 267794: 3.2647557258605957
LOSS 267794: 3.2728195190429688
LOSS 267794: 3.293238639831543
LOSS 267794: 3.263979434967041
LOSS 267794: 3.2585973739624023
LOSS 267794: 3.236114501953125
LOSS 267794: 3.239060878753662
LOSS 267794: 3.2394533157348633
LOSS 267794: 3.2372982501983643
LOSS 267794: 3.2375547885894775
LOSS 267794: 3.2348809242248535
LOSS 267794: 3.20650053024292
LOSS 267794: 3.1970412731170654
LOSS 267794: 3.1968419551849365
LOSS 267794: 3.1850781440734863
LOSS 267794: 3.2237167358398438
LOSS 267794: 3.233492374420166
LOSS 267794: 3.205282211303711
LOSS 267794: 3.206036329269409
LOSS 267794: 3.186275005340576
LOSS 267794: 3.1719517707824707
LOSS 267794: 3.1898093223571777
LOSS 267794: 3.1727659702301025
LOSS 267794: 3.1649580001831055
LOSS 267794: 3.1472930908203125
LOSS 267794: 3.1717605590820312
LOSS 267794: 3.1550824642181396
LOSS 267794: 3.173743724822998
LOSS 267794: 3.1511096954345703
LOSS 267794: 3.150320529937744
LOSS 267794: 3.1591320037841797
LOSS 267794: 3.1551353931427
LOSS 267794: 3.150055408477783
LOSS 267794: 3.1362693309783936
LOSS 267794: 3.1087284088134766
LOSS 267794: 3.1209402084350586
LOSS 267794: 3.134917736053467
LOSS 267794: 3.132439613342285
LOSS 267794: 3.126945972442627
LOSS 267794: 3.1017746925354004
LOSS 267794: 3.117314338684082
LOSS 267794: 3.0967726707458496
LOSS 267794: 3.1094369888305664
LOSS 267794: 3.0949923992156982
LOSS 267794: 3.1025543212890625
LOSS 267794: 3.1036324501037598
LOSS 267794: 3.0817668437957764
LOSS 267794: 3.0681686401367188
LOSS 267794: 3.054872512817383
LOSS 267794: 3.063655138015747
LOSS 267794: 3.062852382659912
LOSS 267794: 3.0710387229919434
LOSS 267794: 3.05283522605896
LOSS 267794: 3.025606632232666
LOSS 267794: 3.042464017868042
LOSS 267794: 3.038637161254883
LOSS 267794: 3.0130136013031006
LOSS 267794: 3.026062488555908
LOSS 267794: 3.0448310375213623
LOSS 267794: 3.0240588188171387
LOSS 267794: 3.034252643585205
LOSS 267794: 3.007765531539917
LOSS 267794: 3.038013458251953
LOSS 267794: 3.0153541564941406
LOSS 267794: 3.0073137283325195
LOSS 267794: 3.003617763519287
LOSS 267794: 2.981259822845459
LOSS 267794: 2.9830775260925293
LOSS 267794: 3.014972686767578
LOSS 267794: 2.996593475341797
LOSS 267794: 3.0188724994659424
LOSS 267794: 2.9818196296691895
LOSS 267794: 2.9807825088500977
LOSS 267794: 2.972844362258911
LOSS 267794: 2.9923529624938965
LOSS 267794: 2.967663526535034
LOSS 267794: 2.977149486541748
LOSS 267794: 2.9788644313812256
LOSS 267794: 2.9441332817077637
LOSS 267794: 2.978139877319336
LOSS 267794: 2.9368736743927
LOSS 267794: 2.9544498920440674
LOSS 267794: 2.9585318565368652
LOSS 267794: 2.9319303035736084
LOSS 267794: 2.9412975311279297
LOSS 267794: 2.943758249282837
LOSS 267794: 2.922236680984497
LOSS 267794: 2.930018424987793
LOSS 267794: 2.9185266494750977
LOSS 267794: 2.915487766265869
LOSS 267794: 2.9192376136779785
LOSS 267794: 2.9318108558654785
LOSS 267794: 2.9230053424835205
LOSS 267794: 2.8978118896484375
LOSS 267794: 2.912149429321289
LOSS 267794: 2.913407325744629
LOSS 267794: 2.900862693786621
LOSS 267794: 2.8945016860961914
LOSS 267794: 2.8961966037750244
LOSS 267794: 2.8857533931732178
LOSS 267794: 2.9037928581237793
LOSS 267794: 2.9056315422058105
LOSS 267794: 2.8745193481445312
LOSS 267794: 2.881509780883789
LOSS 267794: 2.888554573059082
LOSS 267794: 2.8663253784179688
LOSS 267794: 2.889331817626953
LOSS 267794: 2.882503032684326
LOSS 267794: 2.8827414512634277
LOSS 267794: 2.8731532096862793
LOSS 267794: 2.8874459266662598
LOSS 267794: 2.8737502098083496
LOSS 267794: 2.884171962738037
LOSS 267794: 2.8459270000457764
LOSS 267794: 2.8683009147644043
LOSS 267794: 2.8527791500091553
LOSS 267794: 2.8412938117980957
LOSS 267794: 2.8550477027893066
LOSS 267794: 2.8315608501434326
LOSS 267794: 2.867671489715576
LOSS 267794: 2.8397350311279297
LOSS 267794: 2.830939292907715
LOSS 267794: 2.8462815284729004
LOSS 267794: 2.832815170288086
LOSS 267794: 2.831235408782959
LOSS 267794: 2.828169345855713
LOSS 267794: 2.821469783782959
LOSS 267794: 2.8221871852874756
LOSS 267794: 2.820544719696045
LOSS 267794: 2.806528329849243
LOSS 267794: 2.7909183502197266
LOSS 267794: 2.810455322265625
LOSS 267794: 2.8022055625915527
LOSS 267794: 2.811797857284546
LOSS 267794: 2.7971243858337402
LOSS 267794: 2.786266326904297
LOSS 267794: 2.7946834564208984
LOSS 267794: 2.7940001487731934
LOSS 267794: 2.8091602325439453
LOSS 267794: 2.7887392044067383
LOSS 267794: 2.7940244674682617
LOSS 267794: 2.794593095779419
LOSS 267794: 2.7966866493225098
LOSS 267794: 2.7959060668945312
LOSS 267794: 2.7587523460388184
LOSS 267794: 2.7911345958709717
LOSS 267794: 2.7869174480438232
LOSS 267794: 2.773355007171631
LOSS 267794: 2.7526633739471436
LOSS 267794: 2.779289722442627
LOSS 267794: 2.7772727012634277
LOSS 267794: 2.7639119625091553
LOSS 267794: 2.775057315826416
LOSS 267794: 2.74934720993042
LOSS 267794: 2.7464704513549805
LOSS 267794: 2.753744125366211
LOSS 267794: 2.7602720260620117
LOSS 267794: 2.7586312294006348
LOSS 267794: 2.738450050354004
LOSS 267794: 2.748331069946289
LOSS 267794: 2.7276148796081543
LOSS 267794: 2.7601139545440674
LOSS 267794: 2.7469451427459717
LOSS 267794: 2.7256722450256348
LOSS 267794: 2.7299227714538574
LOSS 267794: 2.749267339706421
LOSS 267794: 2.7339138984680176
LOSS 267794: 2.7350049018859863
LOSS 267794: 2.7416741847991943
LOSS 267794: 2.704336643218994
LOSS 267794: 2.7177329063415527
LOSS 267794: 2.713001012802124
LOSS 267794: 2.739457607269287
LOSS 267794: 2.7189154624938965
LOSS 267794: 2.692307949066162
LOSS 267794: 2.7068262100219727
LOSS 267794: 2.6936683654785156
LOSS 267794: 2.7132949829101562
LOSS 267794: 2.704585552215576
LOSS 267794: 2.6812429428100586
LOSS 267794: 2.70625638961792
LOSS 267794: 2.6973724365234375
LOSS 267794: 2.702749729156494
LOSS 267794: 2.6885218620300293
LOSS 267794: 2.679957389831543
LOSS 267794: 2.7121098041534424
LOSS 267794: 2.694519519805908
LOSS 267794: 2.693800210952759
LOSS 267794: 2.6695075035095215
LOSS 267794: 2.664625883102417
LOSS 267794: 2.683074951171875
LOSS 267794: 2.6713714599609375
LOSS 267794: 2.682039976119995
LOSS 267794: 2.6902217864990234
LOSS 267794: 2.6841084957122803
LOSS 267794: 2.6652731895446777
LOSS 267794: 2.6716108322143555
LOSS 267794: 2.6702983379364014
LOSS 267794: 2.6602587699890137
LOSS 267794: 2.686363697052002
LOSS 267794: 2.6632237434387207
LOSS 267794: 2.6436519622802734
LOSS 267794: 2.6538829803466797
LOSS 267794: 2.6445815563201904
LOSS 267794: 2.6762804985046387
LOSS 267794: 2.638075113296509
LOSS 267794: 2.6750152111053467
LOSS 267794: 2.6393074989318848
LOSS 267794: 2.643649101257324
LOSS 267794: 2.647118091583252
LOSS 267794: 2.639406442642212
LOSS 267794: 2.6193132400512695
LOSS 267794: 2.6411705017089844
LOSS 267794: 2.639143943786621
LOSS 267794: 2.6385397911071777
LOSS 267794: 2.62277889251709
LOSS 267794: 2.6043474674224854
LOSS 267794: 2.6327767372131348
LOSS 267794: 2.609825611114502
LOSS 267794: 2.6226630210876465
LOSS 267794: 2.6209945678710938
LOSS 267794: 2.614651918411255
LOSS 267794: 2.6011600494384766
LOSS 267794: 2.6190710067749023
LOSS 267794: 2.613056182861328
LOSS 267794: 2.609044075012207
LOSS 267794: 2.596365451812744
LOSS 267794: 2.625154495239258
LOSS 267794: 2.5959205627441406
LOSS 267794: 2.611626148223877
LOSS 267794: 2.612466812133789
LOSS 267794: 2.6018714904785156
LOSS 267794: 2.570969581604004
LOSS 267794: 2.590750217437744
LOSS 267794: 2.593209743499756
LOSS 267794: 2.560272693634033
LOSS 267794: 2.58908748626709
LOSS 267794: 2.59574818611145
LOSS 267794: 2.5933353900909424
LOSS 267794: 2.58890438079834
LOSS 267794: 2.5869946479797363
LOSS 267794: 2.605827808380127
LOSS 267794: 2.586033821105957
LOSS 267794: 2.5785770416259766
LOSS 267794: 2.583765983581543
LOSS 267794: 2.5890893936157227
LOSS 267794: 2.593010187149048
LOSS 267794: 2.5726513862609863
LOSS 267794: 2.586182117462158
LOSS 267794: 2.532954216003418
LOSS 267794: 2.5998315811157227
LOSS 267794: 2.5775365829467773
LOSS 267794: 2.5699357986450195
LOSS 267794: 2.549915313720703
LOSS 267794: 2.5605504512786865
LOSS 267794: 2.557854175567627
LOSS 267794: 2.549133062362671
LOSS 267794: 2.5412240028381348
LOSS 267794: 2.5551326274871826
LOSS 267794: 2.54317569732666
LOSS 267794: 2.521510362625122
LOSS 267794: 2.5656585693359375
LOSS 267794: 2.530632972717285
LOSS 267794: 2.548346996307373
LOSS 267794: 2.529045820236206
LOSS 267794: 2.5496106147766113
LOSS 267794: 2.5502676963806152
LOSS 267794: 2.536803722381592
LOSS 267794: 2.540755271911621
LOSS 267794: 2.5447049140930176
LOSS 267794: 2.5330214500427246
LOSS 267794: 2.5427823066711426
LOSS 267794: 2.5361037254333496
LOSS 267794: 2.5275821685791016
LOSS 267794: 2.5337159633636475
LOSS 267794: 2.5409440994262695
LOSS 267794: 2.5043344497680664
LOSS 267794: 2.504244089126587
LOSS 267794: 2.533118724822998
LOSS 267794: 2.5421624183654785
LOSS 267794: 2.533855438232422
LOSS 267794: 2.5207080841064453
LOSS 267794: 2.5159618854522705
LOSS 267794: 2.497037410736084
LOSS 267794: 2.5047237873077393
LOSS 267794: 2.532616138458252
LOSS 267794: 2.4976043701171875
LOSS 267794: 2.4941070079803467
LOSS 267794: 2.5045928955078125
LOSS 267794: 2.5182042121887207
LOSS 267794: 2.51739501953125
LOSS 267794: 2.50917387008667
LOSS 267794: 2.5036606788635254
LOSS 267794: 2.4963738918304443
LOSS 267794: 2.495845079421997
LOSS 267794: 2.502303123474121
LOSS 267794: 2.506861925125122
LOSS 267794: 2.497051477432251
LOSS 267794: 2.5115468502044678
LOSS 267794: 2.481191396713257
LOSS 267794: 2.471839427947998
LOSS 267794: 2.4896931648254395
LOSS 267794: 2.5136332511901855
LOSS 267794: 2.5158350467681885
LOSS 267794: 2.51413893699646
LOSS 267794: 2.4704816341400146
LOSS 267794: 2.4826436042785645
LOSS 267794: 2.4905574321746826
LOSS 267794: 2.480910301208496
LOSS 267794: 2.4882378578186035
LOSS 267794: 2.474095106124878
LOSS 267794: 2.4901723861694336
LOSS 267794: 2.4928112030029297
LOSS 267794: 2.4678754806518555
LOSS 267794: 2.4899768829345703
LOSS 267794: 2.4463882446289062
LOSS 267794: 2.4643774032592773
LOSS 267794: 2.4739654064178467
LOSS 267794: 2.480818271636963
LOSS 267794: 2.474616050720215
LOSS 267794: 2.4619855880737305
LOSS 267794: 2.4636082649230957
LOSS 267794: 2.468021869659424
LOSS 267794: 2.4655098915100098
LOSS 267794: 2.4620697498321533
LOSS 267794: 2.4543142318725586
LOSS 267794: 2.4670002460479736
LOSS 267794: 2.4630184173583984
LOSS 267794: 2.446261405944824
LOSS 267794: 2.474160671234131
LOSS 267794: 2.4499168395996094
LOSS 267794: 2.4625773429870605
LOSS 267794: 2.428403854370117
LOSS 267794: 2.4680583477020264
LOSS 267794: 2.461085796356201
LOSS 267794: 2.423097610473633
LOSS 267794: 2.454486846923828
LOSS 267794: 2.437575340270996
LOSS 267794: 2.433295965194702
LOSS 267794: 2.4354543685913086
LOSS 267794: 2.4302945137023926
LOSS 267794: 2.4473323822021484
LOSS 267794: 2.4265594482421875
LOSS 267794: 2.453587532043457
LOSS 267794: 2.448207378387451
LOSS 267794: 2.4417896270751953
LOSS 267794: 2.445333957672119
LOSS 267794: 2.4469385147094727
LOSS 267794: 2.442415952682495
LOSS 267794: 2.4237165451049805
