[2025-05-10 09:00:41] Python version: Python 3.12.7
PyTorch version: 2.5.1
CUDA available: True
CUDA version: 12.4
[2025-05-10 09:00:45] GPU Information: NVIDIA A100 80GB PCIe
[2025-05-10 09:00:45] Running iteration 1 of 10000
model id 725533
LOSS 725533: 68.84117126464844
LOSS 725533: 2499.274169921875
LOSS 725533: 34.349830627441406
LOSS 725533: 19.41357421875
LOSS 725533: 16.280296325683594
LOSS 725533: 14.593292236328125
LOSS 725533: 13.317768096923828
LOSS 725533: 12.461485862731934
LOSS 725533: 11.724498748779297
LOSS 725533: 11.264970779418945
LOSS 725533: 10.802087783813477
LOSS 725533: 10.35379409790039
LOSS 725533: 10.127248764038086
LOSS 725533: 9.856569290161133
LOSS 725533: 9.592926025390625
LOSS 725533: 9.397895812988281
LOSS 725533: 9.047601699829102
LOSS 725533: 8.95010757446289
LOSS 725533: 8.873737335205078
LOSS 725533: 8.598546028137207
LOSS 725533: 8.439433097839355
LOSS 725533: 8.254692077636719
LOSS 725533: 8.221054077148438
LOSS 725533: 8.115036010742188
LOSS 725533: 7.960108757019043
LOSS 725533: 7.827776908874512
LOSS 725533: 7.727105617523193
LOSS 725533: 7.67274284362793
LOSS 725533: 7.575316429138184
LOSS 725533: 7.435235977172852
LOSS 725533: 7.320624828338623
LOSS 725533: 7.285913467407227
LOSS 725533: 7.2235517501831055
LOSS 725533: 7.157491683959961
LOSS 725533: 7.059558868408203
LOSS 725533: 7.003545761108398
LOSS 725533: 6.969656944274902
LOSS 725533: 6.936927795410156
LOSS 725533: 6.790465354919434
LOSS 725533: 6.768022537231445
LOSS 725533: 6.695991516113281
LOSS 725533: 6.703493118286133
LOSS 725533: 6.5752339363098145
LOSS 725533: 6.5778489112854
LOSS 725533: 6.515515327453613
LOSS 725533: 6.500869274139404
LOSS 725533: 6.400986671447754
LOSS 725533: 6.385255813598633
LOSS 725533: 6.376565456390381
LOSS 725533: 6.325977325439453
LOSS 725533: 6.277366638183594
LOSS 725533: 6.275644302368164
LOSS 725533: 6.160980224609375
LOSS 725533: 6.202392101287842
LOSS 725533: 6.165497779846191
LOSS 725533: 6.172266006469727
LOSS 725533: 6.0845046043396
LOSS 725533: 6.039837837219238
LOSS 725533: 6.021568298339844
LOSS 725533: 5.979101181030273
LOSS 725533: 5.980265140533447
LOSS 725533: 5.981142044067383
LOSS 725533: 5.935131549835205
LOSS 725533: 5.865727424621582
LOSS 725533: 5.884683609008789
LOSS 725533: 5.874021530151367
LOSS 725533: 5.7923479080200195
LOSS 725533: 5.746315002441406
LOSS 725533: 5.798826217651367
LOSS 725533: 5.758823394775391
LOSS 725533: 5.748760223388672
LOSS 725533: 5.732664108276367
LOSS 725533: 5.71549654006958
LOSS 725533: 5.664909362792969
LOSS 725533: 5.671733856201172
LOSS 725533: 5.634906768798828
LOSS 725533: 5.603010654449463
LOSS 725533: 5.5592570304870605
LOSS 725533: 5.587320327758789
LOSS 725533: 5.573470592498779
LOSS 725533: 5.483381271362305
LOSS 725533: 5.506776332855225
LOSS 725533: 5.499927520751953
LOSS 725533: 5.523314952850342
LOSS 725533: 5.400760173797607
LOSS 725533: 5.39760684967041
LOSS 725533: 5.415663719177246
LOSS 725533: 5.403482913970947
LOSS 725533: 5.382220268249512
LOSS 725533: 5.346047401428223
LOSS 725533: 5.316349983215332
LOSS 725533: 5.353094100952148
LOSS 725533: 5.3028340339660645
LOSS 725533: 5.303168296813965
LOSS 725533: 5.289629936218262
LOSS 725533: 5.29212760925293
LOSS 725533: 5.269115447998047
LOSS 725533: 5.174713611602783
LOSS 725533: 5.19431209564209
LOSS 725533: 5.221138000488281
LOSS 725533: 5.21245002746582
LOSS 725533: 5.1608076095581055
LOSS 725533: 5.157605171203613
LOSS 725533: 5.120507717132568
LOSS 725533: 5.163424491882324
LOSS 725533: 5.1568803787231445
LOSS 725533: 5.0525922775268555
LOSS 725533: 5.138724327087402
LOSS 725533: 5.0741777420043945
LOSS 725533: 5.073749542236328
LOSS 725533: 5.1019110679626465
LOSS 725533: 5.064905643463135
LOSS 725533: 4.973187446594238
LOSS 725533: 5.014334678649902
LOSS 725533: 5.026804447174072
LOSS 725533: 4.937004089355469
LOSS 725533: 4.9988203048706055
LOSS 725533: 4.951356410980225
LOSS 725533: 4.970045566558838
LOSS 725533: 4.920324325561523
LOSS 725533: 4.935840129852295
LOSS 725533: 4.929902076721191
LOSS 725533: 4.924170017242432
LOSS 725533: 4.902247428894043
LOSS 725533: 4.900586128234863
LOSS 725533: 4.855696678161621
LOSS 725533: 4.836461067199707
LOSS 725533: 4.884886741638184
LOSS 725533: 4.852585792541504
LOSS 725533: 4.863112449645996
LOSS 725533: 4.832612037658691
LOSS 725533: 4.789066314697266
LOSS 725533: 4.764180660247803
LOSS 725533: 4.808053016662598
LOSS 725533: 4.768827438354492
LOSS 725533: 4.712690830230713
LOSS 725533: 4.722092628479004
LOSS 725533: 4.723241329193115
LOSS 725533: 4.733487129211426
LOSS 725533: 4.736764907836914
LOSS 725533: 4.735594272613525
LOSS 725533: 4.676506042480469
LOSS 725533: 4.679780960083008
LOSS 725533: 4.682456970214844
LOSS 725533: 4.6673126220703125
LOSS 725533: 4.654318809509277
LOSS 725533: 4.655271530151367
LOSS 725533: 4.658748626708984
LOSS 725533: 4.5965118408203125
LOSS 725533: 4.626636981964111
LOSS 725533: 4.607799530029297
LOSS 725533: 4.639511585235596
LOSS 725533: 4.597800254821777
LOSS 725533: 4.551287651062012
LOSS 725533: 4.55882453918457
LOSS 725533: 4.560878753662109
LOSS 725533: 4.550825119018555
LOSS 725533: 4.542110919952393
LOSS 725533: 4.560608863830566
LOSS 725533: 4.528846740722656
LOSS 725533: 4.512412071228027
LOSS 725533: 4.515111923217773
LOSS 725533: 4.537970542907715
LOSS 725533: 4.513627052307129
LOSS 725533: 4.496128559112549
LOSS 725533: 4.494582176208496
LOSS 725533: 4.494169235229492
LOSS 725533: 4.470525741577148
LOSS 725533: 4.4601593017578125
LOSS 725533: 4.454441547393799
LOSS 725533: 4.384365558624268
LOSS 725533: 4.448366165161133
LOSS 725533: 4.428651809692383
LOSS 725533: 4.392617702484131
LOSS 725533: 4.428928375244141
LOSS 725533: 4.41507625579834
LOSS 725533: 4.410747528076172
LOSS 725533: 4.393586158752441
LOSS 725533: 4.378002643585205
LOSS 725533: 4.399310111999512
LOSS 725533: 4.362946033477783
LOSS 725533: 4.392070770263672
LOSS 725533: 4.358025550842285
LOSS 725533: 4.3221755027771
LOSS 725533: 4.298004150390625
LOSS 725533: 4.331017971038818
LOSS 725533: 4.273111343383789
LOSS 725533: 4.278914928436279
