[2025-05-10 09:00:41] Python version: Python 3.12.7
PyTorch version: 2.5.1
CUDA available: True
CUDA version: 12.4
[2025-05-10 09:00:45] GPU Information: NVIDIA A100 80GB PCIe
[2025-05-10 09:00:45] Running iteration 1 of 10000
model id 534236
LOSS 534236: 67.38650512695312
LOSS 534236: 2041.67138671875
LOSS 534236: 57.95048522949219
LOSS 534236: 27.453662872314453
LOSS 534236: 21.628501892089844
LOSS 534236: 20.78394317626953
LOSS 534236: 30.63021469116211
LOSS 534236: 64.83381652832031
LOSS 534236: 85.95649719238281
LOSS 534236: 62.70674133300781
LOSS 534236: 35.438926696777344
LOSS 534236: 21.071535110473633
LOSS 534236: 14.825723648071289
LOSS 534236: 12.363269805908203
LOSS 534236: 11.158269882202148
LOSS 534236: 10.659675598144531
LOSS 534236: 10.312434196472168
LOSS 534236: 10.021556854248047
LOSS 534236: 9.706838607788086
LOSS 534236: 9.530621528625488
LOSS 534236: 9.287233352661133
LOSS 534236: 9.141778945922852
LOSS 534236: 8.96068286895752
LOSS 534236: 8.786853790283203
LOSS 534236: 8.569177627563477
LOSS 534236: 8.443958282470703
LOSS 534236: 8.279404640197754
LOSS 534236: 8.194826126098633
LOSS 534236: 8.06618595123291
LOSS 534236: 7.917883396148682
LOSS 534236: 7.796823024749756
LOSS 534236: 7.660133361816406
LOSS 534236: 7.587912559509277
LOSS 534236: 7.49537467956543
LOSS 534236: 7.460906028747559
LOSS 534236: 7.36468505859375
LOSS 534236: 7.2234086990356445
LOSS 534236: 7.121572017669678
LOSS 534236: 7.030510902404785
LOSS 534236: 6.915042877197266
LOSS 534236: 6.968724250793457
LOSS 534236: 6.849193572998047
LOSS 534236: 6.794887065887451
LOSS 534236: 6.7038373947143555
LOSS 534236: 6.605891227722168
LOSS 534236: 6.641960620880127
LOSS 534236: 6.564803123474121
LOSS 534236: 6.5028228759765625
LOSS 534236: 6.436822891235352
LOSS 534236: 6.395549297332764
LOSS 534236: 6.340565204620361
LOSS 534236: 6.295808792114258
LOSS 534236: 6.236705780029297
LOSS 534236: 6.197659492492676
LOSS 534236: 6.196475982666016
LOSS 534236: 6.1425299644470215
LOSS 534236: 6.103190898895264
LOSS 534236: 6.0207061767578125
LOSS 534236: 5.989090919494629
LOSS 534236: 5.968975067138672
LOSS 534236: 5.949924945831299
LOSS 534236: 5.894157886505127
LOSS 534236: 5.889498710632324
LOSS 534236: 5.817875862121582
LOSS 534236: 5.801649570465088
LOSS 534236: 5.749049186706543
LOSS 534236: 5.7671403884887695
LOSS 534236: 5.7067413330078125
LOSS 534236: 5.745931625366211
LOSS 534236: 5.704036235809326
LOSS 534236: 5.677515506744385
LOSS 534236: 5.582474231719971
LOSS 534236: 5.616413116455078
LOSS 534236: 5.5972981452941895
LOSS 534236: 5.554535388946533
LOSS 534236: 5.544843673706055
LOSS 534236: 5.471615791320801
LOSS 534236: 5.422293663024902
LOSS 534236: 5.451009273529053
LOSS 534236: 5.455564022064209
LOSS 534236: 5.46494197845459
LOSS 534236: 5.393047332763672
LOSS 534236: 5.400977611541748
LOSS 534236: 5.394719123840332
LOSS 534236: 5.344298362731934
LOSS 534236: 5.293051719665527
LOSS 534236: 5.288614273071289
LOSS 534236: 5.266096591949463
LOSS 534236: 5.252330780029297
LOSS 534236: 5.256033897399902
LOSS 534236: 5.237810134887695
LOSS 534236: 5.20445442199707
LOSS 534236: 5.210263729095459
LOSS 534236: 5.169910430908203
LOSS 534236: 5.184688568115234
LOSS 534236: 5.1309943199157715
LOSS 534236: 5.13290548324585
LOSS 534236: 5.123495578765869
LOSS 534236: 5.061453819274902
LOSS 534236: 5.029375076293945
LOSS 534236: 5.061595916748047
LOSS 534236: 5.009013652801514
LOSS 534236: 5.054258346557617
LOSS 534236: 4.991183280944824
LOSS 534236: 4.96641731262207
LOSS 534236: 4.95832633972168
LOSS 534236: 4.985836982727051
LOSS 534236: 4.958823204040527
LOSS 534236: 4.955065727233887
LOSS 534236: 4.892351150512695
LOSS 534236: 4.889538764953613
LOSS 534236: 4.90963077545166
LOSS 534236: 4.851430892944336
LOSS 534236: 4.806503772735596
LOSS 534236: 4.826835632324219
LOSS 534236: 4.77777099609375
LOSS 534236: 4.798727512359619
LOSS 534236: 4.827708721160889
LOSS 534236: 4.79942512512207
LOSS 534236: 4.764801502227783
LOSS 534236: 4.752355575561523
LOSS 534236: 4.73277473449707
LOSS 534236: 4.732349395751953
LOSS 534236: 4.704699516296387
LOSS 534236: 4.695387840270996
LOSS 534236: 4.664418697357178
LOSS 534236: 4.665079593658447
LOSS 534236: 4.656373500823975
LOSS 534236: 4.643111228942871
LOSS 534236: 4.65777587890625
LOSS 534236: 4.623879432678223
LOSS 534236: 4.602849960327148
LOSS 534236: 4.606346130371094
LOSS 534236: 4.544163227081299
LOSS 534236: 4.573235034942627
LOSS 534236: 4.592092990875244
LOSS 534236: 4.55171012878418
LOSS 534236: 4.540323257446289
LOSS 534236: 4.537508964538574
LOSS 534236: 4.493532180786133
LOSS 534236: 4.471667289733887
LOSS 534236: 4.480019569396973
LOSS 534236: 4.507759094238281
LOSS 534236: 4.4364471435546875
LOSS 534236: 4.475771903991699
LOSS 534236: 4.4394025802612305
LOSS 534236: 4.437075614929199
LOSS 534236: 4.407964706420898
LOSS 534236: 4.396520614624023
LOSS 534236: 4.399953842163086
LOSS 534236: 4.388328552246094
LOSS 534236: 4.352928161621094
LOSS 534236: 4.346663475036621
LOSS 534236: 4.350670337677002
LOSS 534236: 4.371837615966797
LOSS 534236: 4.366916656494141
LOSS 534236: 4.354990005493164
LOSS 534236: 4.325067043304443
LOSS 534236: 4.302897930145264
LOSS 534236: 4.301115036010742
LOSS 534236: 4.303298473358154
LOSS 534236: 4.258829593658447
LOSS 534236: 4.270730972290039
LOSS 534236: 4.223045349121094
LOSS 534236: 4.235461711883545
LOSS 534236: 4.258923530578613
LOSS 534236: 4.227752685546875
LOSS 534236: 4.208560943603516
LOSS 534236: 4.189043045043945
LOSS 534236: 4.225671768188477
LOSS 534236: 4.188575267791748
LOSS 534236: 4.192439556121826
LOSS 534236: 4.182207107543945
LOSS 534236: 4.154149532318115
LOSS 534236: 4.133526802062988
LOSS 534236: 4.154162883758545
LOSS 534236: 4.1411237716674805
LOSS 534236: 4.121537208557129
LOSS 534236: 4.157299518585205
LOSS 534236: 4.0808868408203125
LOSS 534236: 4.122663497924805
LOSS 534236: 4.11628532409668
LOSS 534236: 4.1057891845703125
LOSS 534236: 4.059844493865967
LOSS 534236: 4.023700714111328
LOSS 534236: 4.0693159103393555
LOSS 534236: 4.028948783874512
LOSS 534236: 4.017769813537598
